9455|hyperbeam|0.49844845363017437
1197|razorleaf|0.42050000961834594
313|highjumpkick|0.41707306014723877
10355|psychic|0.412847450222006
6500|earthquake|0.3972705108462081
1636|hydropump|0.3944455615516262
8516|surf|0.3903246109472671
449|crabhammer|0.383410217352679
3585|fireblast|0.3803853114655423
377|flamethrower|0.34186240210061275
620|nightshade|0.31732786971003973
9763|thunderbolt|0.3159124409052336
15472|blizzard|0.3096858397082382
510|sludge|0.3001914247990379
1228|drillpeck|0.26600195566985496
1296|thunder|0.26065192356362227
166|triattack|0.25578893547578496
2299|slash|0.24427848455695894
1865|icebeam|0.24381857193848325
21807|bodyslam|0.22647528171366227
3768|rockslide|0.2218440403029004
3927|doubleedge|0.20558719927019747
5082|seismictoss|0.20324591760821525
2553|submission|0.17943337566767334
17|eggbomb|0.1600054576165725
4426|megadrain|0.1192426422391328
82|megakick|0.10529751640983151
2220|explosion|0.077105554352584
197|selfdestruct|0.07280642795615024
2958|counter|0.06325565991419967
901|skyattack|0.029705478606609714
248|twineedle|0.009259001976237875
247|psywave|0.0067689401890905524
66|struggle|-0.011422545994612662
952|substitute|-0.01708557104434729
1843|softboiled|-0.04091657803579538
768|bubblebeam|-0.041961725095912894
4137|rest|-0.050072262616933184
3877|recover|-0.07385429145148577
612|quickattack|-0.07413459198948714
792|spore|-0.08619855216214276
1727|confuseray|-0.09456411216686567
2879|hypnosis|-0.09480294047241629
275|growth|-0.09797393226013848
685|lovelykiss|-0.10842878595944208
730|barrier|-0.11181926988387325
1391|sing|-0.11916571659045005
3728|sleeppowder|-0.12249628337150753
100|sandattack|-0.13201313667310388
3807|amnesia|-0.13548434260562703
328|smokescreen|-0.13908984133270588
529|superfang|-0.1395680145485523
1042|tackle|-0.14064233350292188
77|tailwhip|-0.14299830604178435
384|doublekick|-0.1615684231547657
3139|reflect|-0.17516938361677456
12802|thunderwave|-0.1811548784160762
2573|stunspore|-0.18600379498978598
432|harden|-0.19547478845106728
192|pinmissile|-0.19571086781086908
442|poisonsting|-0.19748922368574912
5375|swordsdance|-0.21295582347705508
293|transform|-0.21337460590713928
468|mimic|-0.2272641148452266
44|bide|-0.22819135739096208
133|screech|-0.23697737131289753
370|toxic|-0.25536887643845063
457|glare|-0.2797572378228741
1325|stringshot|-0.2882206601418603
4733|agility|-0.3108003626809959
31|mirrormove|-0.34441054403251325
115|meditate|-0.349732316690921
202|splash|-0.363739286619307
18|leer|-0.4488888888888889
55362|none|-0.4848321575127605
