13684|hyperbeam|0.5051254807862705
565|highjumpkick|0.459323943945884
9476|earthquake|0.4011543718611273
2728|hydropump|0.4003526594988282
14698|psychic|0.39923374840500664
12537|surf|0.3952362458637117
1756|razorleaf|0.39450517856005973
5860|fireblast|0.34975965477143683
959|nightshade|0.3470141600014043
1582|drillpeck|0.34318154186087557
862|flamethrower|0.3380171991752206
709|crabhammer|0.32192982356932
1755|thunder|0.30757096894620156
23051|blizzard|0.30406730138260357
14757|thunderbolt|0.3029680861647675
3417|slash|0.28144209938543696
689|sludge|0.2686804785992336
2465|icebeam|0.2552464900864926
5077|rockslide|0.22882619004661242
32815|bodyslam|0.22598832133598307
7767|seismictoss|0.2209817190780287
3483|submission|0.18583220713950466
334|triattack|0.1827751651953566
44|eggbomb|0.17868101314130203
6344|doubleedge|0.16601463276070166
6601|megadrain|0.12734806858641223
237|selfdestruct|0.10370921605942764
126|megakick|0.10293581190662535
1319|skyattack|0.08328355909942456
348|psywave|0.07945111798770824
3347|explosion|0.07541664103820342
3911|counter|0.07011991224471434
354|twineedle|-0.0016165622470527966
128|struggle|-0.0029475063452527863
1112|substitute|-0.022155403646820317
6512|rest|-0.04483995425838877
2758|softboiled|-0.05594451138344089
1089|quickattack|-0.05730386825731425
5661|recover|-0.07676837489812727
1179|barrier|-0.08778620811446507
4263|hypnosis|-0.09560238899567841
1371|spore|-0.10021497274878495
2585|confuseray|-0.10444076998237145
915|lovelykiss|-0.11055701530691589
1003|bubblebeam|-0.11365679480250582
1812|sing|-0.12336837836963133
4890|sleeppowder|-0.12429980656329957
409|growth|-0.12920180989011618
887|superfang|-0.14226352672051717
5547|amnesia|-0.14522209762126873
411|smokescreen|-0.1461192926581707
443|doublekick|-0.14947353710840267
4842|reflect|-0.16194894841822752
1664|tackle|-0.16549065443759436
623|harden|-0.17800955442283073
19196|thunderwave|-0.1793282446895347
3782|stunspore|-0.18022845102941298
259|pinmissile|-0.19056333354048496
180|sandattack|-0.1917207023129503
8602|swordsdance|-0.21359278367306836
57|bide|-0.2138399158602843
503|transform|-0.22136055966560036
682|mimic|-0.22838540053666748
836|poisonsting|-0.22908952183752582
228|screech|-0.23463008245708852
545|glare|-0.25939557266786545
2017|stringshot|-0.28286911930941777
621|toxic|-0.28828572691691345
84|mirrormove|-0.30487102628701923
7073|agility|-0.30872005726576285
86|tailwhip|-0.31228287426280527
444|splash|-0.33214345782096466
136|meditate|-0.34936515589842493
23|leer|-0.4253913043478263
81877|none|-0.4801203262697268
